,Unnamed: 0,summary,document,label
756,756,new zealand shares rise #.## percent,"new zealand share prices rose #.## percent friday with sentiment tracking the positive turnaround on wall street , dealers said .",0
757,757,oil prices up as hurricane ike barrels down on texas coast,"world oil prices climbed in asian trade friday as hurricane ike hammered the southern us coast , forcing oil and gas production facilities in the area to shut down , dealers said .",0
758,758,malaysian opposition says power takeover may be delayed,malaysia 's opposition admitted friday it might not meet its goal of seizing power by next week as it sent a delegation to pursue potential defectors from the government on a trip to taiwan .,0
759,759,new zealand shares rise #.## percent,"new zealand share prices rose #.## percent friday with sentiment tracking the postive turnaround on wall street , dealers said .",0
760,760,australian stocks close up #.# percent,"australian share prices closed up #.# percent on friday after a strong lead from wall street , dealers said .",0
761,761,china launches probe into milk powder after baby dies,"chinese authorities announced a nationwide probe friday into a milk powder suspected of killing one baby and sickening dozens of others , in the latest safety scandal to rock china 's food industry .",0
762,762,skorean shares close #.# percent higher,"south korean shares closed #.# percent higher friday as sentiment was lifted by wall street gains , following speculation that lehman brothers is in talks on a possible sale , analysts said .",0
763,763,coalition says more than ## militants killed in afghanistan,the us-led coalition in afghanistan said friday its soldiers had killed more than ## militants in an operation to find a taliban rebel involved in bomb attacks and helping foreign militants .,0
764,764,dollar gains in asia on us bank hopes,"the dollar had mixed fortunes against other major currencies in asian trade friday as markets waited for a potential rescue plan for troubled wall street titan lehman brothers , dealers said .",1
765,765,ike sparks mass evacuations amid certain death warning,"massive hurricane ike friday bore down on houston , the fourth largest us city , sending hundreds of thousands fleeing amid a warning that those remaining in low-lying areas `` face certain death .",0
766,766,taipei shares close up #.## percent,"taiwan share prices closed #.## percent higher friday as bargain hunting helped the market recoup early losses amid economic concerns , dealers said .",1
767,767,israel 's olmert stresses he will quit after party election,"prime minister ehud olmert has stressed his determination to step down immediately after his centrist kadima party holds its leadership election , israeli public radio reported on friday .",0
768,768,malaysian blogger arrested under tough internal security law,"prominent malaysian blogger raja petra UNK , who has targeted government figures on his website , was arrested friday under internal security laws , his wife said .",0
769,769,fierce fire in channel tunnel six hurt,"firefighters struggled friday to put out a blaze on a freight shuttle in the channel tunnel that injured six people and forced the closure of the undersea link , officials said .",0
770,770,new zealand pm sets november date for general election,new zealand 's prime minister helen clark called general elections for november # friday with her labor party behind in opinion polls amid a slowing economy and her foreign minister facing the axe .,0
771,771,taipei shares close up #.## percent,"taiwan share prices closed #.## percent higher friday as bargain hunting helped the market recoup early losses amid economic concerns , dealers said .",1
772,772,indian kashmir braces for separatist protests,thousands of police deployed across areas of indian kashmir on friday ahead of protests called by muslim separatists in the region .,0
773,773,rocket fire closes western afghanistan airport,"the airport in afghanistan 's western city of herat was closed friday after a rocket attack overnight , police said .",0
774,774,hong kong shares up #.# pct in morning,"hong kong share prices ended the morning up #.# percent on friday , supported by gains in property developers and energy firms , dealers said .",0
775,775,australian abortion bill progresses despite opposition,"an australian state moved closer to decriminalising abortion friday as a hard - fought bill passed through its lower house of parliament following a ##-hour debate , officials said .",0
776,776,chinese shares up #.## percent at midday,"chinese share prices edged up #.## percent by midday friday , led by electricity companies amid hopes the government would raise power prices soon , dealers said .",0
777,777,hong kong energy giant plans to invest in china power plant,"hong kong 's largest energy company china light and power -lrb- clp -rrb- is looking to invest in a liquefied natural gas processing plant on the mainland , reports said on friday .",0
778,778,palin sends son to fight righteous cause in iraq,republican vice presidential hopeful sarah palin sent her son off to fight for a `` righteous cause '' thursday as his army unit prepared to deploy to iraq .,0
779,779,philippine shares close #.## percent lower,"philippine share prices closed #.## percent lower on friday amid renewed apprehension about inflation and the local currency as well as credit problems in the united states , dealers said .",0
780,780,taiwan battens down for typhoon sinlaku,"typhoon sinlaku churned towards taiwan on friday , threatening to bring heavy downpors and strong winds and disrupt celebrations for a major holiday .",0
781,781,china launches probe into milk powder after baby dies,"chinese authorities announced a nationwide probe friday into a milk powder suspected of killing one baby and sickening dozens of others , in the latest safety scandal to rock china 's food chain .",0
782,782,skorean jailed over un oil-for-food scandal returns home,a south korean lobbyist jailed for his role in the united nations oil-for-food scandal returned home friday after his release from a us prison .,0
783,783,thai parliament delays vote on pm heightening turmoil,thailand 's political turmoil UNK friday when the ruling coalition failed to UNK to parliament to reelect leader samak sundaravej as prime minister .,1
784,784,philippine shares close #.## percent lower,"philippine share prices closed #.## percent lower on friday amid renewed apprehension about inflation and the local currency and credit problems in the united states , dealers said .",0
785,785,malaysian opposition pursues mps to taiwan,malaysia 's opposition admitted it might not meet its goal of seizing power by next week as it sent a delegation to pursue potential defectors from the government on a trip to taiwan .,2
786,786,fierce fire in channel tunnel six hurt,"firefighters struggled friday to put out a blaze on a freight shuttle in the channel tunnel that injured six people and forced the closure of the undersea link , officials said .",0
787,787,un soldier in lebanon trades her blue beret for a veil,"sylvia monika UNK is a catholic from poland , but in an effort to integrate better into south lebanon 's conservative society she has traded her un peacekeeper 's beret for a headscarf during the muslim holy month of ramadan .",0
788,788,new zealand pm sets november date for general election,new zealand 's prime minister helen clark called general elections for november # friday with her labor party behind in opinion polls amid a slowing economy and her foreign minister facing the axe .,0
789,789,obama returns to cult comedy show,"barack obama , after a bruising week of lipstick on pigs and other taunts on the white house campaign trail , returns to the cult tv show `` saturday night live '' this weekend , aides said late thursday .",0
790,790,china industrial output growth eases to ##.# pct,"growth in china 's industrial output eased to ##.# percent in august from a year earlier , the government said on friday , providing further evidence the nation 's economy is slowing .",0
791,791,oil prices up as hurricane ike barrels down on texas coast,"world oil prices climbed in asian trade friday as powerful hurricane ike hammered the southern us coast , forcing the shutdown of oil and gas production facilities in the area , dealers said .",0
792,792,australian defense minister critical of progress in afghanistan,australia 's defense minister has criticised the slow progress in the war in afghanistan and warned that public support for the effort will wane unless results come soon .,0
793,793,mccain obama offer each other jobs,republican white house candidate john mccain and his democratic rival barack obama wrapped up a one-day truce thursday by offering each other jobs -- only not the presidency .,0
794,794,thai parliament postpones vote on new pm,the thai parliament friday postponed until next week a vote on whether to return samak sundaravej as prime minister after lawmakers from the ruling coalition failed to show up .,0
795,795,chinese shares slightly higher in morning trade,"chinese share prices were slightly higher friday morning led by the electricity companies amid expectations the government may raise power prices soon , dealers said .",0
796,796,dollar steady in asia on pause in banking worries,"the dollar was steady in asian trade friday as markets waited for further developments surrounding troubled lehman brothers and looked ahead to earnings results from us banks next week , dealers said .",0
797,797,hong kong shares open #.# percent down,"hong kong share prices opened #.# percent down on friday , tracking falls on china bourses , dealers said .",0
798,798,joke 's on indonesia 's yudhoyono over fuel rice scandals,"the two ideas sound like a joke : make fuel from water as global oil prices soar , and produce three crops from a single planting of a new rice strain called `` super toy UNK '' .",1
799,799,police protesters at thai parliament before pm vote,pro-government demonstrators gathered outside thailand 's parliament friday under a heavy police presence ahead of a vote on whether to return samak sundaravej as prime minister .,2
800,800,russia prepares to start georgia pullout,russian troops prepared friday to start a tentative pull-out from georgia as moscow vowed to strengthen its military after last month 's war and turned its diplomatic fire on ukraine .,0
801,801,philippines accuses muslim rebels of using child soldiers,"the philippines military on friday accused muslim separatist rebels of using child soldiers , citing as evidence a video captured in recent fighting in the south .",0
802,802,bin laden 's son promotes peace at #\/## breakfast,"at the end of a sandy track in the shadow of some of egypt 's lesser-known pyramids , osama bin laden 's son omar broke the ramadan fast on the anniversary of the #\/## attacks in the name of world peace .",1
803,803,lehman shares slide further as survival prospects dim,lehman brothers shares plunged further thursday as fears intensified about the survival of the troubled wall street investment giant .,0
804,804,galveston residents face certain death if remain in storm path,"the coastal city of galveston , texas faces complete inundation from hurricane ike , and those who stay behind in one - or two-story homes `` will face certain death , '' the national hurricane center said thursday .",0
805,805,china industrial output growth eases to ##.# pct,"growth in china 's industrial output slowed to ##.# percent in august from a year earlier , the national bureau of statistics said on friday .",0
806,806,palin will not blink in america 's righteous cause,republican vice presidential pick sarah palin vowed thursday not to `` blink '' in pursuit of america 's `` righteous '' war in iraq and insisted she was ready to step in as president if needed .,0
807,807,white house rivals bury hatchet at ground zero,white house rivals john mccain and barack obama made a dramatic show of unity thursday with a visit to ground zero on the emotional seventh anniversary of the #\/## terrorist attacks .,0
808,808,galveston residents face certain death if remain in storm path,"the coastal city of galveston , texas faces complete inundation from hurricane ike , and those who stay behind in one - or two-storey homes `` will face certain death , '' the national hurricane center said thursday .",0
809,809,mccain obama offer each other jobs,republican white house candidate john mccain and his democrat rival barack obama wrapped up a one-day truce thursday by offering each other jobs -- only not the presidency .,0
810,810,south africa 's anc chief back in court friday on graft charges,"south africa 's ruling party chief jacob zuma , whose supporters vowed to crush any opposition to his becoming president of the country , will hear friday if corruption charges against him will go to court .",0
811,811,pope begins visit to france with soul-searching sarkozy,"pope benedict xvi begins his first visit to france on friday , hoping to strengthen president nicolas sarkozy 's call for a more positive view of christian values in europe .",1
812,812,hong kong gold opens lower,"hong kong gold prices opened lower on friday at ###.##-### .## us dollars an ounce , down from thursday 's close of ###.##-### .## dollars .",0
813,813,new zealand pm sets november election date,prime minister helen clark announced friday that new zealand will go to the polls on november # .,0
814,814,thousands flee houston as deadly hurricane nears us coast,"hundreds of thousands of people fled thursday in a mandatory evacuation of parts of houston , jamming roads leading away from the fourth largest us city and the us gulf coast as deadly hurricane ike bore down on texas .",0
815,815,zimbabwe rivals clinch long-awaited power-sharing deal,zimbabweans on friday waited to hear details of a power-sharing deal reached by the country 's political rivals in a bid to end a bitter crisis after marathon talks that centred on how much authority president robert mugabe would cede .,1
816,816,fresh violence in bolivia stokes civil war fears,"deadly clashes in bolivia thursday stoked fears of further widespread unrest and possibly even civil war , amid a furore over the expulsion of the us ambassador to the country .",0
817,817,white house rivals bury hatchet at ground zero,white house rivals john mccain and barack obama made a dramatic show of unity thursday with a visit to ground zero on the emotional seventh anniversary of the #\/## terrorist attacks .,0
818,818,us congress vows to examine nuclear deal with india,"the us congress said thursday it would examine a landmark civilian nuclear agreement with india sent for approval by the white house , as leaders of the two countries prepared to meet this month .",0
819,819,skorea postpones one bln dlr bond sale,south korea said friday it has postponed an overseas sale of sovereign bonds worth one billion dollars due to concerns over liquidity and the health of north korea 's leader .,2
820,820,new zealand pm sets november election date,"new zealand will go to the polls on november # , prime minister helen clark announced friday .",0
821,821,chavez threatens suspension of oil sales to us if attacked,"president hugo chavez of venezuela threatened on thursday to halt the supply of oil to the united states , its main client , if washington attacks his government .",0
822,822,skorean shares open sharply higher,south korean shares started more than two percent higher friday as investor sentiment was lifted by overnight gains in us markets .,0
823,823,venezuela expels us ambassador in solidarity with bolivia,"venezuelan president hugo chavez on thursday ordered the us ambassador to leave the country within ## hours , in an act of solidarity with bolivia which also expelled its us envoy .",0
824,824,circuit behind the internet age turns ## years old,"the computer chip industry on friday celebrated the ##th birthday of the integrated circuit , a breakthrough that set the stage for the internet and the digital age .",0
825,825,us astronaut promotes mexican space agency,"a us astronaut of mexican origin , part of the crew for an atlantis space shuttle voyage in july #### , presented a project for a mexican space agency to senators here friday .",1
826,826,between ## and ## dead in train crash near la,"a train collision on friday near los angeles has left between ## and ## people dead , the city 's mayor announced .",0
827,827,typhoon sinlaku pounds taiwan,typhoon sinlaku lashed taiwan on saturday with powerful winds and heavy rains across the island that disrupted flights and train services as well as celebrations for a major holiday .,0
828,828,"###,### in texas county refuse to leave hurricane zone","about ###,### people in brazoria county in southern texas , which is being hammered by hurricane ike , have decided to ride out the storm in their home and ignore appeals for evacuation , authorities said friday .",0
829,829,two dead ## wounded as trains collide near los angeles,"a passenger train collided head-on with a freight train friday near los angeles , killing at least two people and wounding ## , ## of them seriously , authorities said .",0
830,830,us summons malaysian envoy over crackdown on dissent,the united states summoned friday malaysia 's top envoy in washington to protest its crackdown on dissent at a time when the opposition was attempting to take over power in kuala lumpur .,0
831,831,ex-ministers pile pressure on british pm,"six ex-ministers on saturday warned british prime minister gordon brown to sharpen up his act , piling on the pressure after a government member broke ranks and called for a leadership challenge .",0
832,832,trains roll again through fire-hit channel tunnel,freight services resumed through the channel tunnel and eurostar passenger services were due to make a gradual comeback early saturday after a blaze shut down the busy link between britain and mainland europe leaving thousands stranded .,0
833,833,catastrophe looms as hurricane ike pounds texas coast,"gigantic hurricane ike pounded the texas gulf coast on friday , flooding parts of galveston and threatening `` catastrophic '' destruction as it heads on a path towards houston , the fourth largest us city .",0
834,834,night landing in antarctica hailed as historic,"a pilot has successfully landed an aircraft in the antarctica using night-vision goggles , a feat hailed saturday as historic and could lead to year-round flights to the frozen continent .",0
835,835,hurricane delays rescue of ## stranded on gulf freighter,"gale-force winds friday forced the us coast guard to abort a rescue of ## crewmembers stranded aboard a freighter drifting in the gulf of mexico as hurricane ike barreled toward the texas coast , the coast guard said .",0
836,836,pope leads french catholics for mass pilgrimage,"pope benedict xvi on saturday leads an expected ###,### followers in an open-air mass in paris to celebrate his first official visit to france , the `` eldest daughter '' of the catholic church .",1
837,837,moderate quake hits off indonesia 's ambon,"a moderate #.#-magnitude earthquake struck eastern indonesia saturday , geologists said , but there were no immediate reports of damage or casualties .",1
838,838,mauritanian lawmakers move to delay elections '## to ## months,mauritania 's national assembly on sunday voted to delay presidential elections by `` ## to ## months '' so as to establish constitutional order following an august # coup .,0
839,839,no sign of reconciliation between ukraine 's pro-western parties,ukraine 's pro-western groups said they had still not resolved their differences sunday as a deadline over the governing coalition 's breakup expired at the weekend .,0
840,840,"un buys more than #,### tonnes of barley for sahara refugees","the un 's world food programme has bought more than #,### tonnes -lrb- #,### us tons -rrb- of barley for sahrawi refugees living since #### near tindouf , south-west algeria , the food aid organization said in a statement sunday .",0
841,841,eu proposes new wto accord on high-tech products,"the european union on monday proposed updating a world trade organisation agreement on high-technology products to include new models and neutralise a complaint from the united states , japan and taiwan .",2
842,842,business leaders say britain slipping into recession,"britain 's main association of business leaders became the latest group monday to warn that the country was slipping into a recession , although it said the downturn should be short-lived .",0
843,843,death watch for lehman brothers as no buyer emerges,a last-ditch effort to find a buyer for troubled wall street investment bank lehman brothers appeared near collapse sunday as british bank barclays pulled out of talks .,0
844,844,search widens for survivors of ike,"rescuers searched hurricane ike 's trail of destruction and floods for survivors sunday , amid news that at least three people were killed by the storm in the UNK port city of galveston .",0
845,845,eu proposes new wto accord on high-tech products,"the european union on monday proposed updating a world trade organisation agreement on high-technology products to include new models and neutralise a complaint from the united states , japan and taiwan .",2
846,846,london fashion weeks starts amid fears for its future,"london fashion week got under way sunday with seasoned irish designer paul costelloe presenting his spring-summer #### collection , but the event faces a battle for survival .",0
847,847,afp world news agenda,"spain 's king juan carlos and queen sofia presided sunday over the closing ceremony of the #### world expo in zaragoza , which organisers said was visited by nearly six million people over three months .",2
848,848,lehman heads for liquidation after barclays walks away,"us investment giant lehman brothers was heading for possible liquidation late sunday after the front-runner to bail-out the embattled firm , barclays , pulled out of negotiations .",0
849,849,obama raises record ## million dollars in august,"barack obama 's campaign announced sunday a record fundraising haul of ## million dollars in august , amassing a big advantage over john mccain in the closing stretch of the white house race .",0
850,850,us ambassador warns of serious consequences for bolivia,"bolivia can expect `` serious consequences '' for starting a diplomatic row with the united states , the us ambassador to the country said as he was being booted out .",0
851,851,russia 's lavrov issues nato rebuke on georgia trip,"russian foreign minister sergei lavrov embarked sunday on a tour of the georgian rebel regions at the center of last month 's war , drawing furious condemnation from tbilisi .",1
852,852,pope calls french bishops to order after lourdes mass,"pope benedict xvi on sunday celebrated mass before ###,### faithful in the shrine town of lourdes before urging french bishops to defend church doctrine on marriage and divorce .",0
853,853,militant group in niger delta declares war on oil industry,the most prominent militant group in oil-rich southern nigeria on sunday said it had declared an `` oil war '' and threatened all international industry vessels that approach the region .,0
854,854,iaea report on iran as early as monday,"the un nuclear watchdog iaea will publish its latest report on iran 's nuclear program as early as monday afternoon , sources close to the agency said sunday .",2
855,855,UNK theologian claims muslim girls can marry at nine,"a moroccan islamic theologian repeated his claims sunday that muslim girls could marry as early as nine years old , arguing it was sanctioned by the prophet mohammed .",0
856,856,search widens for survivors of ike,"rescuers sunday searched hurricane ike 's trail of destruction and floods for survivors , with fears mounting of a gasoline crunch after the monster storm hammered the us oil hub and left millions without power .",0
857,857,two us soldiers die from non-combat injuries in iraq,"two american soldiers died on sunday in iraq of non-combat related injuries , the us military said .",0
858,858,two us soldiers die from non-combat injuries in iraq,"two american soldiers died on sunday in iraq of non-combat related injuries , the us military said without offering details .",0
859,859,chevron confirms shooting incident at nigeria facility,"us oil giant chevron sunday confirmed a shooting incident at one of its facilities in southern nigeria , after a top militia group declared an `` oil war '' in the region .",0
860,860,chevron confirms shooting incident at nigeria facility,us oil giant chevron sunday confirmed a shooting incident at one of its facilities in southern nigeria after a top militia group declared an `` oil war '' in the region .,0
861,861,german jewish community opens new synagogue,"germany 's fast-growing jewish community opened a new synagogue sunday in the western city of krefeld seven decades after its destruction by the nazis , hailing it as a symbol of flourishing jewish life .",0
862,862,the visitor wins grand prize at deauville,"`` the visitor '' , a social drama written and directed by tom mccarthy , won the grand prize at the deauville american film festival sunday .",0
863,863,spain condemns deadly india market attacks,spain on sunday condemned the coordinated bomb attacks on busy shopping areas in india that left at least ## dead and close to ### injured .,0
864,864,pope calls french bishops to order after lourdes mass,"pope benedict xvi on sunday celebrated mass before ###,### faithful in the shrine town of lourdes before urging french bishops to defend church doctrine on marriage and divorce .",0
865,865,crude oil down nearly two dollars after hurricane ike,"crude oil prices dropped nearly two dollars sunday in new york , dipping to ##.## dollars , as traders were reassured over hurricane ike 's relatively limited effect on oil production in the us gulf coast region .",1
866,866,russia 's lavrov issues nato rebuke on georgia trip,"russian foreign minister sergei lavrov embarked sunday on a tour of the georgian rebel regions at the center of last month 's war , drawing furious condemnation from tbilisi .",1
867,867,somali pirates wreak havoc with maritime traffic,a flurry of attacks by somali pirates is wreaking havoc with maritime traffic in the gulf of aden and indian ocean amid complicated negotiations over the release of two kidnapped french sailors .,0
868,868,israel to seal gaza crossings after rocket strike,"israel ordered the closure of crossings into the gaza strip after a rocket fired from the hamas-ruled territory struck southern israel on sunday , shaking a fragile truce three-month truce .",0
869,869,crude oil down nearly two dollars after hurricane ike,"crude oil prices dropped nearly two dollars sunday in new york , dipping below ### dollars a barrel at ##.## dollars , as traders were reassured over hurricane ike 's relatively limited effect on oil production in the us gulf coast region .",1
870,870,pope in france keeps ban on remarried catholics,"pope benedict xvi said sunday the church will not open up to divorced roman catholics who remarry , upholding his conservative stance during a visit to france .",0
871,871,london fashion weeks starts amid fears for its future,"london fashion week got under way sunday with seasoned irish designer paul costelloe presenting his spring-summer #### collection , but the event faces a battle for survival .",0
872,872,spanish police clash with basque separatists four arrested,"riot police clashed sunday with pro-independence basque demonstrators and detained four people in the northern spanish city of san sebastian , a spokesman for the basque government said .",0
873,873,french students mock UNK medal plan,"a french plan that could see high school students awarded medals for good academic performance met with derision on sunday from parents and students , who mocked it as a `` UNK '' pr exercise .",0
874,874,republicans hit back at campaign lie claims,"john mccain 's camp sunday hit back on sunday after barack obama 's campaign charged his white house bid was based on `` disgusting lies , '' accusing democrats of reeling in `` full UNK panic .",0
875,875,search for survivors of ike as recovery effort begins,"rescuers sunday searched hurricane ike 's trail of destruction and floods for survivors , with fears mounting of a gasoline crunch after the monster storm hammered the us oil hub and left millions without power .",1
876,876,soldiers hunt rebel governor in bolivian unrest,soldiers were hunting a rebel governor in bolivia on sunday as president evo morales struggled to assert his authority over opposition regions amid worsening unrest .,0
877,877,prosecutors want us soldier court martialled over iraq murder,prosecutors called on sunday for a us soldier to face court martial for the murder of an iraqi detainee after two days of testimony at a pre-trial hearing .,0
878,878,militant group in niger delta declares war on oil industry,the most prominent militant group in oil-rich southern nigeria on sunday said it had declared an `` oil war '' and threatened all international industry vessels that approach the region .,0
879,879,sudanese cabinet minister UNK sacked,"sudanese president omar al-beshir has sacked minister for cabinet affairs pagan UNK , who is also a top official in the southern former rebel movement , a spokesman said on sunday .",0
880,880,russian jet crash kills all ## on board,an aeroflot boeing-### jet crashed sunday on the outskirts of perm in russia 's ural mountains killing all ## passengers and crew on board .,0
881,881,suu kyi meets doctor amid health worries,myanmar 's detained democracy leader aung san suu kyi met for several hours with her physician sunday amid worries for her health after her party said she was not accepting food .,0
882,882,emirates still in talks with airbus over second a###,dubai 's emirates airline said on sunday it was still in talks with airbus about the delayed delivery of a second a### superjumbo .,0
883,883,india hunts islamic militants after delhi market attacks,indian police hunted sunday for muslim militants behind coordinated bomb attacks against busy shopping areas in the nation 's capital that left ## dead and close to ### injured .,0
884,884,thousands march in madrid for immigrants rights,"a global forum on migration wrapped up sunday in spain with a march through the streets of madrid by some #,### people to demand more rights for immigrants around the world , organisers said .",0
885,885,sudanese cabinet minister UNK sacked,"sudanese president omar al-beshir has sacked minister for cabinet affairs pagan UNK , who is also a top official in the southern former rebel movement , a spokesman said on sunday .",0
886,886,russia 's lavrov in post-war tour of georgian UNK,russian foreign minister sergei lavrov embarked sunday on a diplomatic tour of the breakaway georgian regions at the center of last month 's five-day war .,1
887,887,six children three un staffers die in new afghan violence,"six children were killed in a bomb explosion in afghanistan sunday while a suicide car bomb blew up a marked united nations vehicle and killed two afghan doctors and a driver , officials said .",0
888,888,another british travel company goes bust,"a small british tour operator specialising in holidays in turkey has ceased trading just days after the collapse of another group , xl leisure , left ##,### holidaymakers stranded , regulators said sunday .",0
889,889,pope hails love stronger than evil at lourdes mass,"pope benedict xvi urged more than ###,### followers at mass sunday in the french shrine town of lourdes to hold firm in their faith , telling them `` love is stronger than evil .",0
890,890,saudi cleric tones down death ruling for depraved tv bosses,saudi arabia 's top judge sought on sunday to tone down a controversial religious edict sanctioning the killing of owners of television stations that air `` debauchery .,0
891,891,olmert takes aim at west bank settlers as term nears end,israeli prime minister ehud olmert vowed to combat west bank settler violence sunday as the cabinet mulled an UNK plan to compensate israelis for quitting parts of the occupied territory .,0
892,892,iraqi translator tells us soldier 's hearing of gruesome murder,an iraqi translator told a us soldier 's pre-trial hearing on sunday of the gruesome murder of a detainee who was shot and later had his face disfigured by an incendiary grenade .,0
893,893,iraq parliament lifts immunity of sunni mp over israel visit,the iraqi parliament lifted the immunity of sunni mp mithal UNK on sunday for visiting israel last week to attend an international conference on terrorism .,0
894,894,pakistan vows to defend itself against us incursions,pakistan vowed sunday to defend itself against violations of its air space and incursions by us forces in afghanistan .,0
895,895,russia 's lavrov in post-war tour of georgian UNK,russian foreign minister sergei lavrov embarked sunday on a diplomatic tour of the breakaway georgian regions at the center of last month 's five-day war .,1
896,896,mbeki 's fate under debate after safrican court ruling,"a court judgment implying south african president thabo mbeki 's government meddled in a graft case against his chief rival will be discussed by the ruling party this week , officials said sunday .",2
897,897,spanish royals to preside over #### world expo closing ceremony,spain 's king juan carlos and queen sofia will sunday preside over the closing ceremony of the #### world expo in the eastern city of zaragoza which received over #.# million visitors over three months .,0
898,898,sudan trial adjourned as defendants say they 're minors,the trial of ## alleged darfur rebels accused of taking part in an unprecedented attack on the sudanese capital in may was adjourned on sunday after six defendants said they were minors .,0
899,899,six killed in mogadishu violence,"at least six people , including an african union -lrb- au -rrb- peacekeeper , were killed sunday in two separate incidents in the somali capital , witnesses and officials said .",0
900,900,britain 's brown facing growing revolt over leadership,british prime minister gordon brown faced growing calls sunday for a leadership contest as more than a dozen lawmakers from his governing labor party attacked his performance .,0
901,901,militant group in niger delta declares war on oil industry,the most prominent militant group in oil-rich southern nigeria on sunday said it had declared an `` oil war '' and threatened all international industry vessels that approach the region .,0
902,902,iraq parliament lifts immunity of sunni mp over israel visit,the iraqi parliament lifted the immunity of sunni mp mithal UNK on sunday for visiting israel last week to attend an international conference on terrorism .,0
903,903,bush to visit texas on tuesday following hurricane,"president george w. bush said sunday he would travel to texas this week to offer support to those affected by hurricane ike , which caused flooding and damage after striking the us gulf coast .",0
904,904,china vows better food safety after baby milk scandal,"china vowed sunday to improve its food safety supervision after more than ### babies fell ill from drinking contaminated milk powder , as a new zealand company said it knew about the problem weeks ago .",0
905,905,somali pirates wreak havoc with maritime traffic,a flurry of attacks by somali pirates is wreaking havoc with maritime traffic in the gulf of aden and indian ocean amid complicated negotiations over the release of two kidnapped french sailors .,0
906,906,zardari to discuss al-qaeda conflict in britain,"pakistan 's new president , asif ali zardari , will discuss the conflict with taliban and al-qaeda militants in the northern tribal areas with british leaders this week , officials said sunday .",1
907,907,bush to visit texas on tuesday,"president george w. bush said on sunday he would travel to texas on tuesday to offer sympathy and government support to those affected by hurricane ike , which caused flooding and damage after striking the us gulf coast on saturday .",0
908,908,india wakes up to cybercrime after terror strikes,"india needs to be more aware of cybercrime , experts said sunday , after extremists again apparently hacked in to an internet connection to claim responsibility for a new round of deadly bomb attacks .",0
909,909,iraq parliament lifts immunity of sunni mp over israel visit,"iraq 's parliament on sunday lifted the immunity of sunni lawmaker mithal UNK for visiting israel last week to attend an international conference to fight terrorism , an afp correspondent reported .",0
910,910,bomb blast kills six children in afghanistan,"a bomb blast sunday in central afghanistan killed six children and wounded ## , some of them critically , a local official said .",0
911,911,bomb blast kills six children in afghanistan,"a bomb blast sunday in central afghanistan killed six children and wounded ## , some of them critically , a local official said .",0
912,912,militant group in niger delta declares war on oil industry,the most prominent militant group in oil-rich southern nigeria on sunday said it had declared an `` oil war '' and threatened all international industry vessels that approach the region .,0
913,913,militant group in niger delta declares war on oil industry,"the most prominent militant group in oil-rich southern nigeria , mend , on sunday said it had declared an `` oil war '' and threatened all international industry vessels that approach the region .",0
914,914,five suspects arrested after iraq tv crew murder,"iraqi police on sunday arrested five men suspected of involvement in the brutal kidnapping and killing on saturday of a four-member team from the al-sharqiya television channel , police said .",0
915,915,russian jet crash kills all ## on board,"an aeroflot boeing-### jet crashed sunday on the outskirts of perm in russia 's ural mountains killing all ## passengers and crew on board , the airline said .",0
916,916,iran ex-president slams ahmadinejad foreign policy,"iran 's former president mohammad khatami criticised the government 's confrontational foreign policy , saying it plays into the hands of the enemy , in comments reported on sunday .",0
917,917,zimbabwe 's political rivals set to sign crisis deal,zimbabwe 's leaders are set to sign a historic deal monday to divide power among political rivals after months of ruinous standoff between president robert mugabe and the opposition .,0
918,918,india hunts islamic militants after delhi market attacks,indian police hunted sunday for muslim militants behind coordinated bomb attacks against busy shopping areas in the nation 's capital that left ## dead and close to ### injured .,0
919,919,kuwaiti shares dive to nine-month low,"kuwaiti stocks dived below the ##,###-point mark on sunday for the first time in nine months , with traders blaming a shortage in liquidity .",0
920,920,austrian hunter shoots parked car mistook it for a wild boar,"an austrian hunter tried to shoot down a parked car , mistaking it for a wild boar late friday near UNK , in eastern austria , the national news agency apa reported .",0
921,921,five suspects arrested after iraq tv crew murder,"iraqi police on sunday arrested five men suspected of involvement in the brutal kidnapping and killing on saturday of a four-member team from the al-sharqiya television channel , police said .",0
922,922,israel mulls plan to entice settlers to leave parts of west bank,israel 's cabinet on sunday discussed the most detailed plan ever offered to compensate settlers for leaving their homes in parts of the west bank ahead of a future peace deal with the palestinians .,1
923,923,palin facing new accusations as us campaign grows negative,"us republican vice presidential pick sarah palin faced accusations sunday of handing jobs to friends while serving as alaska state governor , as the presidential campaign grew increasingly negative .",0
924,924,taliban suicide bomb kills two afghan un doctors,"a suicide car bomb claimed by the taliban killed two afghan doctors and a driver working for the united nations and wounded several other people in afghanistan sunday , the un said .",0
925,925,israel outraged after settler rampage in west bank,israel expressed outrage on sunday after a mob of jewish settlers rampaged through a palestinian village in the west bank to avenge the stabbing of a nine - year-old boy in a nearby settlement .,0
926,926,thailand lifts state of emergency,"thailand 's acting prime minister lifted the state of emergency in bangkok sunday as the ruling party met to choose a new candidate for premier , but the nation 's political turmoil looks set to drag on .",0
927,927,iraqi translator tells us soldier 's hearing of gruesome murder,an iraqi translator told a us soldier 's pre-trial hearing on sunday about the gruesome murder of a detainee who was shot and later had his face disfigured by an incendiary grenade .,0
